show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,text_features
s6391,TV Show,The Ghost Bride,Quek Shio-chuan,"Huang Peijia, Wu Kang-jen, Ludi Lin, Janet Hsieh, Kuang Tian, Susan Leong, Jordan Voon, Angeline Tan, Jojo Goh, Teresa Daley","Taiwan, Malaysia","January 23, 2020",2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries","In 1890s Malacca, Li Lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister, deceased son of a wealthy family.",quek shiochuan huang peijia wu kangjen ludi lin janet hsieh kuang tian susan leong jordan voon angeline tan jojo goh teresa daley international tv shows tv dramas tv mysteries in 1890s malacca li lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister deceased son of a wealthy family
s6392,Movie,The Ghost Who Walks,Cody Stokes,"Garland Scott, Frank Mosley, Alexia Rasmussen, Gil Darnell, Dasha Nekrasova, Nattalyee Randall, Linda Kennedy, Peter Mayer, Curtis York, Dennis Lebby",United States,"April 7, 2020",2019,TV-MA,107 min,"Dramas, Independent Movies, Thrillers","Desperate to meet his daughter, a convict cuts a deal by ratting out his old boss. Free and searching for his family, he must dodge a hit on his life.",cody stokes garland scott frank mosley alexia rasmussen gil darnell dasha nekrasova nattalyee randall linda kennedy peter mayer curtis york dennis lebby dramas independent movies thrillers desperate to meet his daughter a convict cuts a deal by ratting out his old boss free and searching for his family he must dodge a hit on his life
s6393,Movie,The Giant,"Aitor Arregi, Jon Garaño","Joseba Usabiaga, Eneko Sagardoy, Iñigo Aranburu, Ramón Aguirre, Aia Kruse, Iñigo Azpitarte",Spain,"November 15, 2018",2017,TV-14,115 min,"Dramas, International Movies","In 1843, crippled Martin returns from war to his Basque hometown and finds his brother has grown into a giant, which they turn into a circus act.",aitor arregi jon garaño joseba usabiaga eneko sagardoy iñigo aranburu ramón aguirre aia kruse iñigo azpitarte dramas international movies in 1843 crippled martin returns from war to his basque hometown and finds his brother has grown into a giant which they turn into a circus act
s6394,TV Show,The Gift,Unknown,"Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Şenolsun, Başak Köklükaya, Civan Canova, Tim Seyfi, Meral Çetinkaya, Hazal Türesan, Cezmi Baskın",Turkey,"September 10, 2020",2020,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,unknown beren saat mehmet günsür metin akdülger melisa şenolsun başak köklükaya civan canova tim seyfi meral çetinkaya hazal türesan cezmi baskın international tv shows tv dramas tv mysteries a painter in istanbul embarks on a personal journey as she unearths universal secrets about an anatolian archaeological site and its link to her past
s6395,Movie,The Girl Allergic to Wi-Fi,Jun Lana,"Sue Ramirez, Jameson Blake, Markus Paterson, Angellie Saño",Philippines,"August 21, 2019",2018,TV-MA,104 min,"International Movies, Romantic Movies","When an internet-obsessed teen develops a rare illness that forces her to move to a remote town, she must navigate her relationships without technology.",jun lana sue ramirez jameson blake markus paterson angellie saño international movies romantic movies when an internetobsessed teen develops a rare illness that forces her to move to a remote town she must navigate her relationships without technology
s6396,Movie,The Girl from the Song,Ibai Abad,"Lewis Rainer, Josephine Berry, Charlotte Atkinson, Charles MacGechan",Spain,"November 24, 2017",2016,TV-MA,101 min,"Dramas, Independent Movies, International Movies","When an aspiring musician falls for a carefree college student, he follows her to the Nevada desert to declare his love to her and find himself.",ibai abad lewis rainer josephine berry charlotte atkinson charles macgechan dramas independent movies international movies when an aspiring musician falls for a carefree college student he follows her to the nevada desert to declare his love to her and find himself
s6397,Movie,The Girl with the Dragon Tattoo,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Steven Berkoff, Robin Wright, Yorick van Wageningen, Joely Richardson, Geraldine James, Goran Visnjic","United States, Sweden, Norway","January 5, 2021",2011,R,158 min,"Dramas, Thrillers","When a young computer hacker is tasked with investigating a prying journalist, their separate missions become entangled amid a decades-old conspiracy.",david fincher daniel craig rooney mara christopher plummer stellan skarsgård steven berkoff robin wright yorick van wageningen joely richardson geraldine james goran visnjic dramas thrillers when a young computer hacker is tasked with investigating a prying journalist their separate missions become entangled amid a decadesold conspiracy
s6398,TV Show,The Golden Path,Unknown,"Li Nanxing, Chen Liping, Chew Chor Meng, Tay Ping Hui, Joanne Peh, Felicia Chin, Huang Wenyong, Alan Tern",Unknown,"November 1, 2017",2007,TV-MA,1 Season,"International TV Shows, TV Dramas","A single mother of five struggles for decades to forge a successful business empire, only to see her family descend into animosity and betrayal.",unknown li nanxing chen liping chew chor meng tay ping hui joanne peh felicia chin huang wenyong alan tern international tv shows tv dramas a single mother of five struggles for decades to forge a successful business empire only to see her family descend into animosity and betrayal
s6399,TV Show,The Golden Years with Javed Akhtar,Unknown,Unknown,India,"June 1, 2017",2016,TV-G,1 Season,"Docuseries, International TV Shows","Writer, poet and lyricist Javed Akhtar hosts this musical trip down memory lane, revealing untold stories behind India's best songs of 1950-75.",unknown unknown docuseries international tv shows writer poet and lyricist javed akhtar hosts this musical trip down memory lane revealing untold stories behind indias best songs of 195075
s6400,Movie,The Golem,"Doron Paz, Yoav Paz","Hani Furstenberg, Ishai Golan, Kirill Cernyakov, Brynie Furstenberg, Lenny Ravitz, Alexey Tritenko, Adi Kvetner, Mariya Khomutova, Veronika Shostak, Konstantin Anikienko",Israel,"June 26, 2019",2018,TV-MA,95 min,"Horror Movies, Independent Movies, International Movies","As sickness spreads throughout the countryside, an infertile woman conjures a living child out of clay and sets it loose on her enemies.",doron paz yoav paz hani furstenberg ishai golan kirill cernyakov brynie furstenberg lenny ravitz alexey tritenko adi kvetner mariya khomutova veronika shostak konstantin anikienko horror movies independent movies international movies as sickness spreads throughout the countryside an infertile woman conjures a living child out of clay and sets it loose on her enemies
s6401,TV Show,The Good Bandit,Unknown,"Diego Vásquez, Carolina Acevedo, Norma Nivia, Ana María Arango, Álvaro Bayona, Katherine Porto, Tiberio Cruz, Felipe Calero, Jimena Durán, Andrés Toro, Sebastián Sánchez, Isabella Barragán",Colombia,"August 30, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","A near-death experience spurs a feared drug lord to leave behind his life of crime and infidelity, to the disbelief of everyone close to him.",unknown diego vásquez carolina acevedo norma nivia ana maría arango álvaro bayona katherine porto tiberio cruz felipe calero jimena durán andrés toro sebastián sánchez isabella barragán crime tv shows international tv shows spanishlanguage tv shows a neardeath experience spurs a feared drug lord to leave behind his life of crime and infidelity to the disbelief of everyone close to him
s6402,Movie,The Good Catholic,Paul Shoulberg,"Zachary Spicer, Wrenn Schmidt, Danny Glover, John C. McGinley",United States,"January 24, 2018",2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies",A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.,paul shoulberg zachary spicer wrenn schmidt danny glover john c mcginley comedies dramas romantic movies a young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core
s6403,TV Show,The Good Cop,Unknown,"Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.",United States,"September 21, 2018",2018,TV-14,1 Season,"Crime TV Shows, TV Comedies, TV Dramas","When he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad.",unknown tony danza josh groban monica barbaro isiah whitlock jr crime tv shows tv comedies tv dramas when hes not solving murders a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad
s6404,TV Show,The Good Detective,Unknown,"Son Hyun-joo, Jang Seung-jo, Lee Elijah, Oh Jung-se",South Korea,"November 1, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","When doubts rise about a five-year-old murder conviction, a veteran detective partners with a young hotshot to hunt down the case's hidden truths.",unknown son hyunjoo jang seungjo lee elijah oh jungse crime tv shows international tv shows tv dramas when doubts rise about a fiveyearold murder conviction a veteran detective partners with a young hotshot to hunt down the cases hidden truths
s6405,Movie,The Good Neighbor,Kasra Farahani,"James Caan, Logan Miller, Keir Gilchrist, Laura Innes, Edwin Hodge, Anne Dudek, Bailey Noble, Lili Reinhart, Mindy Sterling",United States,"December 5, 2016",2016,TV-MA,97 min,"Dramas, Independent Movies, Thrillers","Two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns.",kasra farahani james caan logan miller keir gilchrist laura innes edwin hodge anne dudek bailey noble lili reinhart mindy sterling dramas independent movies thrillers two techsavvy teens plot to fool a cranky old neighbor into believing his house is haunted but their cruel prank soon takes some unexpected turns
s6406,TV Show,The Good Place,Unknown,"Kristen Bell, Ted Danson, William Jackson Harper, Jameela Jamil, D'Arcy Carden, Manny Jacinto",United States,"September 26, 2020",2020,TV-14,4 Seasons,TV Comedies,"Due to an error, self-absorbed Eleanor Shellstrop arrives at the Good Place after her death. Determined to stay, she tries to become a better person.",unknown kristen bell ted danson william jackson harper jameela jamil darcy carden manny jacinto tv comedies due to an error selfabsorbed eleanor shellstrop arrives at the good place after her death determined to stay she tries to become a better person
s6407,Movie,"The Goods: Live Hard, Sell Hard",Neal Brennan,"Jeremy Piven, Ving Rhames, James Brolin, David Koechner, Kathryn Hahn, Ed Helms, Jordana Spiro, Tony Hale, Ken Jeong, Rob Riggle, Kristen Schaal, Alan Thicke, Jonathan Sadowski, Joey Kern, Craig Robinson",United States,"November 20, 2019",2009,R,89 min,Comedies,"Hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs.",neal brennan jeremy piven ving rhames james brolin david koechner kathryn hahn ed helms jordana spiro tony hale ken jeong rob riggle kristen schaal alan thicke jonathan sadowski joey kern craig robinson comedies hired to rescue a flagging car dealership during a major sale a fasttalking closer spends his days on the lot and his nights at local strip clubs
s6408,TV Show,The goop lab with Gwyneth Paltrow,Unknown,"Gwyneth Paltrow, Elise Loehnen",United States,"January 24, 2020",2020,TV-MA,1 Season,Reality TV,"Leading with curiosity, Gwyneth Paltrow and her goop team look at psychedelics, energy work and other challenging wellness topics.",unknown gwyneth paltrow elise loehnen reality tv leading with curiosity gwyneth paltrow and her goop team look at psychedelics energy work and other challenging wellness topics
s6409,Movie,The Gospel of John,David Batty,"Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, David Harewood","United Kingdom, United States, Morocco","October 20, 2018",2014,TV-14,161 min,"Dramas, Faith & Spirituality","In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel.",david batty selva rasalingam mourad zaoui el mahmoudi mbarek abdelilah wahbi abdelaziz nmila ait youssef youssef david harewood dramas faith  spirituality in the first of four wordforword film adaptations aramaicspeaking actors recreate the stories of jesus life from the fourth gospel
s6410,Movie,The Gospel of Luke,David Batty,"Selva Rasalingam, Karima Gouit, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, Mohamed El Korchi, Ramdane Aala","United States, United Kingdom, Morocco","October 19, 2018",2015,TV-14,205 min,"Dramas, Faith & Spirituality",Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.,david batty selva rasalingam karima gouit mourad zaoui el mahmoudi mbarek abdelilah wahbi abdelaziz nmila ait youssef youssef mohamed el korchi ramdane aala dramas faith  spirituality wordforword bible texts of the entire book of luke are narrated and reenacted in this epic production of the gospels accounts of jesuss life
s6411,Movie,The Gospel of Mark,David Batty,"Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef",Unknown,"October 19, 2018",2015,TV-14,123 min,"Dramas, Faith & Spirituality","See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy.",david batty selva rasalingam mourad zaoui el mahmoudi mbarek abdelilah wahbi abdelaziz nmila ait youssef youssef dramas faith  spirituality see jesus from a disciples point of view in this firstever wordforword film adaptation of the gospel of mark lauded for its historical accuracy
s6412,Movie,The Gospel of Matthew,David Batty,"Selva Rasalingam, Mourad Zaoui, Karima Gouit, El Mahmoudi M'Barek, Abdelilah Wahbi, Ait Youssef Youssef, Ramdane Aala, Mohamed El Korchi",Unknown,"October 19, 2018",2014,TV-14,190 min,"Dramas, Faith & Spirituality",The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.,david batty selva rasalingam mourad zaoui karima gouit el mahmoudi mbarek abdelilah wahbi ait youssef youssef ramdane aala mohamed el korchi dramas faith  spirituality the apostle matthew is highlighted in this wordforword film adaptation of the former tax collectors biblical writings about working with jesus
s6413,TV Show,The Governor,Unknown,"Caroline Chikezie, Bimbo Manuel, Lord Frank, Edmond Enaibe, Taiwo Obileye, Jude Chukwuka, Kunle Coker, Paul Christian Chukwudi, Samuel Abiola Robinson, Simi Adejumo, Ani Iyoho",Nigeria,"August 8, 2020",2016,TV-14,1 Season,"International TV Shows, TV Dramas","When sudden tragedy forces a deputy to step into the role of governor, she faces grueling political and personal tests in order to lead her state.",unknown caroline chikezie bimbo manuel lord frank edmond enaibe taiwo obileye jude chukwuka kunle coker paul christian chukwudi samuel abiola robinson simi adejumo ani iyoho international tv shows tv dramas when sudden tragedy forces a deputy to step into the role of governor she faces grueling political and personal tests in order to lead her state
s6414,Movie,The Grandmaster,Wong Kar Wai,"Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung","Hong Kong, China","September 26, 2019",2013,PG-13,108 min,"Action & Adventure, Dramas, International Movies","As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.",wong kar wai tony leung chiuwai zhang ziyi chang chen xiao shenyang zhao benshan song hyekyo wang qingxiang zhang jin lo hoipang cung le julian cheung action  adventure dramas international movies as the japanese invasion looms chinese kung fu master ip mans world changes when rival master gong er and her father arrive in his village
s6415,Movie,The Great Battle,Unknown,"Zo In-sung, Nam Joo-hyuk, Park Sung-woong, Bae Seong-woo, Seolhyun, Jung Eun-chae, Yu Oh-seong, Sung Dong-il, Oh Dae-whan",South Korea,"April 8, 2019",2018,TV-MA,136 min,"Action & Adventure, Dramas, International Movies","In seventh-century Korea, the commander of Ansi Fortress, Yang Man-chun, combats Tang invaders in a retelling of an epic clash against all odds.",unknown zo insung nam joohyuk park sungwoong bae seongwoo seolhyun jung eunchae yu ohseong sung dongil oh daewhan action  adventure dramas international movies in seventhcentury korea the commander of ansi fortress yang manchun combats tang invaders in a retelling of an epic clash against all odds
s6416,TV Show,The Great British Baking Show,Andy Devonshire,"Mel Giedroyc, Sue Perkins, Mary Berry, Paul Hollywood",United Kingdom,"September 25, 2020",2020,TV-14,8 Seasons,"British TV Shows, Reality TV","A talented batch of amateur bakers face off in a 10-week competition, whipping up their best dishes in the hopes of being named the U.K.'s best.",andy devonshire mel giedroyc sue perkins mary berry paul hollywood british tv shows reality tv a talented batch of amateur bakers face off in a 10week competition whipping up their best dishes in the hopes of being named the uks best
s6417,TV Show,The Great British Baking Show: Holidays,Unknown,"Paul Hollywood, Prue Leith, Sandi Toksvig, Noel Fielding",Unknown,"December 4, 2020",2020,TV-14,3 Seasons,"British TV Shows, Reality TV","Deck the halls with sugar, butter and chocolate as competitors from past seasons bake sweet Yuletide treats for judges Paul Hollywood and Prue Leith.",unknown paul hollywood prue leith sandi toksvig noel fielding british tv shows reality tv deck the halls with sugar butter and chocolate as competitors from past seasons bake sweet yuletide treats for judges paul hollywood and prue leith
s6418,TV Show,The Great British Baking Show: Masterclass,Unknown,"Mary Berry, Paul Hollywood",United Kingdom,"December 1, 2018",2018,TV-PG,4 Seasons,"British TV Shows, Reality TV",Hosts Mary Berry and Paul Hollywood leave the tent and go into the kitchen to put their professional spin on baking techniques used in the show.,unknown mary berry paul hollywood british tv shows reality tv hosts mary berry and paul hollywood leave the tent and go into the kitchen to put their professional spin on baking techniques used in the show
s6419,TV Show,The Great British Baking Show: The Beginnings,Unknown,"Paul Hollywood, Mary Berry, Mel Giedroyc, Sue Perkins",Unknown,"November 1, 2018",2012,TV-PG,1 Season,"British TV Shows, Reality TV",A dozen amateur bakers amiably compete for the coveted title of Britain's best as they whip up tasty treats for judges Mary Berry and Paul Hollywood.,unknown paul hollywood mary berry mel giedroyc sue perkins british tv shows reality tv a dozen amateur bakers amiably compete for the coveted title of britains best as they whip up tasty treats for judges mary berry and paul hollywood
s6420,Movie,The Great Gambler,Shakti Samanta,"Amitabh Bachchan, Zeenat Aman, Neetu Singh, Prem Chopra, Utpal Dutt, Madan Puri, Om Shivpuri, Iftekhar, Sujit Kumar, Roopesh Kumar",India,"December 31, 2019",1979,TV-14,161 min,"Action & Adventure, Classic Movies, Cult Movies","After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger.",shakti samanta amitabh bachchan zeenat aman neetu singh prem chopra utpal dutt madan puri om shivpuri iftekhar sujit kumar roopesh kumar action  adventure classic movies cult movies after unwittingly using his skills to obtain military secrets a gambler is pursued by a police officer who happens to be his doppelgänger
s6421,Movie,The Great Hack,"Karim Amer, Jehane Noujaim",Unknown,United States,"July 24, 2019",2019,TV-MA,114 min,Documentaries,Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.,karim amer jehane noujaim unknown documentaries explore how a data company named cambridge analytica came to symbolize the dark side of social media in the wake of the 2016 us presidential election
s6422,TV Show,The Great Heist,Unknown,"Andrés Parra, Christian Tappan, Marcela Benjumea, Juan Sebastián Calero, Waldo Urrego, Rodrigo Jerez, Katherine Vélez, Paula Castaño, Pedro Suárez, Édgar Vittorino, Ramsés Ramos, Juan Pablo Barragán",Colombia,"August 14, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In 1994, a team of thieves plans an ambitious heist to steal millions from Colombia's Bank of the Republic. Inspired by true events.",unknown andrés parra christian tappan marcela benjumea juan sebastián calero waldo urrego rodrigo jerez katherine vélez paula castaño pedro suárez édgar vittorino ramsés ramos juan pablo barragán crime tv shows international tv shows spanishlanguage tv shows in 1994 a team of thieves plans an ambitious heist to steal millions from colombias bank of the republic inspired by true events
s6423,Movie,The Great Magician,Yee Tung-Shing,"Tony Leung Chiu Wai, Lau Ching Wan, Zhou Xun, Wu Gang, Ni Yan, Paul Chun, Kenya Sawada, Lam Suet","Hong Kong, China","May 11, 2019",2011,TV-14,128 min,"Action & Adventure, Comedies, Dramas","In 1920s Beijing, a host of talented performers gather to show off their skills. The challenge: reproduce a magic trick called the Eight Immortals.",yee tungshing tony leung chiu wai lau ching wan zhou xun wu gang ni yan paul chun kenya sawada lam suet action  adventure comedies dramas in 1920s beijing a host of talented performers gather to show off their skills the challenge reproduce a magic trick called the eight immortals
s6424,Movie,The Great Raid,John Dahl,"Benjamin Bratt, James Franco, Connie Nielsen, Marton Csokas, Joseph Fiennes, Motoki Kobayashi, Robert Mammone, Natalie Mendoza, Cesar Montano, James Carpinello, Mark Consuelos, Sam Worthington, Craig McLachlan, Max Martini, Clayne Crawford","United States, Australia","November 1, 2019",2005,R,133 min,"Action & Adventure, Dramas","In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese.",john dahl benjamin bratt james franco connie nielsen marton csokas joseph fiennes motoki kobayashi robert mammone natalie mendoza cesar montano james carpinello mark consuelos sam worthington craig mclachlan max martini clayne crawford action  adventure dramas in world war ii a battalion goes on a daring rescue mission to liberate the americans and filipinos whove been captured by the japanese
s6425,TV Show,The Great Train Robbery,Unknown,"Luke Evans, Jim Broadbent, Paul Anderson, Martin Compston, Neil Maskell, Jack Roth, George Costigan, Robert Glenister, Nick Moran, Tim Pigott-Smith, James Fox, James Wilby, Jack Gordon, Nicholas Murchie, Del Synnott, Richard Hope, John Salthouse",United Kingdom,"March 31, 2017",2013,NR,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","This two-part tale delivers the true story of the Great Train Robbery of 1963, the biggest one in England's history.",unknown luke evans jim broadbent paul anderson martin compston neil maskell jack roth george costigan robert glenister nick moran tim pigottsmith james fox james wilby jack gordon nicholas murchie del synnott richard hope john salthouse british tv shows crime tv shows international tv shows this twopart tale delivers the true story of the great train robbery of 1963 the biggest one in englands history
s6426,Movie,The Green Hornet,Michel Gondry,"Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson, Christoph Waltz, David Harbour, Edward James Olmos, Jamie Harris, Chad L. Coleman, Edward Furlong",United States,"April 18, 2020",2011,PG-13,119 min,"Action & Adventure, Comedies","A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius.",michel gondry seth rogen jay chou cameron diaz tom wilkinson christoph waltz david harbour edward james olmos jamie harris chad l coleman edward furlong action  adventure comedies a hardpartying heir dons a disguise to fight crime after hours but with no talents or skills he relies on his friend a martialarts genius
s6427,Movie,The Green Inferno,Eli Roth,"Ignacia Allamand, Daryl Sabara, Nicolás Martínez, Lorenza Izzo, Ariel Levy, Magda Apanowicz, Sky Ferreira, Kirby Bliss Blanton, Aaron Burns, Ramón Llao, Richard Burgi","United States, Spain","November 16, 2019",2013,R,101 min,"Horror Movies, Independent Movies","Determined to save an Amazon tribe being squeezed by logging, a group of students finds nothing but trouble when their plane crashes in the jungle.",eli roth ignacia allamand daryl sabara nicolás martínez lorenza izzo ariel levy magda apanowicz sky ferreira kirby bliss blanton aaron burns ramón llao richard burgi horror movies independent movies determined to save an amazon tribe being squeezed by logging a group of students finds nothing but trouble when their plane crashes in the jungle
s6428,Movie,The Guardian Brothers,Gary Wang,"Edward Norton, Dan Fogler, Mike Birbiglia, Bella Thorne, Randall Park, Mel Brooks, Nicole Kidman, Meryl Streep",China,"September 1, 2017",2016,TV-G,86 min,"Children & Family Movies, Comedies","When a Chinese family's soup shop is targeted for sabotage by a competitor, two guardians from the spirit world leave retirement to protect them.",gary wang edward norton dan fogler mike birbiglia bella thorne randall park mel brooks nicole kidman meryl streep children  family movies comedies when a chinese familys soup shop is targeted for sabotage by a competitor two guardians from the spirit world leave retirement to protect them
s6429,Movie,The Guernsey Literary and Potato Peel Pie Society,Mike Newell,"Lily James, Michiel Huisman, Penelope Wilton, Tom Courtenay, Jessica Brown Findlay, Katherine Parkinson, Matthew Goode","United Kingdom, France, United States","August 10, 2018",2018,TV-PG,124 min,"Dramas, Romantic Movies",A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation.,mike newell lily james michiel huisman penelope wilton tom courtenay jessica brown findlay katherine parkinson matthew goode dramas romantic movies a london writer bonds with the colorful residents of guernsey as she learns about the book club they formed during the wwii german occupation
s6430,TV Show,The Guest,Unknown,"Kim Dong-wook, Kim Jae-uk, Jung Eun-chae, Ahn Nae-sang, Lee Won-jong, Park Ho-san",South Korea,"December 1, 2020",2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries","Bound together by a tragic past, a psychic, a priest and a detective join forces to take down a powerful spirit that's driven by bloodthirst.",unknown kim dongwook kim jaeuk jung eunchae ahn naesang lee wonjong park hosan international tv shows tv horror tv mysteries bound together by a tragic past a psychic a priest and a detective join forces to take down a powerful spirit thats driven by bloodthirst
s6431,TV Show,The Guild,Unknown,"Felicia Day, Sandeep Parikh, Jeff Lewis, Robin Thorsen, Amy Okuda, Vincent Caso",United States,"March 2, 2019",2013,TV-MA,1 Season,TV Comedies,Fantasy and reality collide when a surprisingly diverse group of online video-game addicts struggle to balance the game with personal relationships.,unknown felicia day sandeep parikh jeff lewis robin thorsen amy okuda vincent caso tv comedies fantasy and reality collide when a surprisingly diverse group of online videogame addicts struggle to balance the game with personal relationships
s6432,Movie,The Half Of It,Alice Wu,"Leah Lewis, Daniel Diemer, Alexxis Lemire, Wolfgang Novogratz, Collin Chou, Becky Ann Baker, Enrique Murciano, Macintyre Dixon, Catherine Curtin",United States,"May 1, 2020",2020,PG-13,105 min,"Comedies, Dramas, LGBTQ Movies","When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend — or fall for his crush.",alice wu leah lewis daniel diemer alexxis lemire wolfgang novogratz collin chou becky ann baker enrique murciano macintyre dixon catherine curtin comedies dramas lgbtq movies when smart but cashstrapped teen ellie chu agrees to write a love letter for a jock she doesnt expect to become his friend — or fall for his crush
s6433,Movie,The Happytime Murders,Brian Henson,"Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Bill Barretta, Leslie David Baker, Joel McHale, Dorien Davies, Cynthy Wu, Michael McDonald, Mitch Silpa","United States, China, Canada","December 1, 2020",2018,R,91 min,"Action & Adventure, Comedies","In an LA where puppets and humans coexist, a down-on-his-luck detective teams with his ex-partner to nab a killer targeting the cast of an old TV show.",brian henson melissa mccarthy elizabeth banks maya rudolph bill barretta leslie david baker joel mchale dorien davies cynthy wu michael mcdonald mitch silpa action  adventure comedies in an la where puppets and humans coexist a downonhisluck detective teams with his expartner to nab a killer targeting the cast of an old tv show
s6434,Movie,The Hard Way,Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Madalina Anea, Grant Campbell, George Remes, Ovidiu Niculescu, Adreea Diac, Michaela Holla, Bogden Farcas",United States,"March 5, 2019",2019,TV-MA,94 min,Action & Adventure,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge.",keoni waxman michael jai white luke goss randy couture madalina anea grant campbell george remes ovidiu niculescu adreea diac michaela holla bogden farcas action  adventure after learning his brother died on a mission in romania a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge
s6435,Movie,The Hateful Eight,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks, Dana Gourrier, Channing Tatum, Zoë Bell",United States,"October 25, 2017",2015,R,168 min,"Action & Adventure, Thrillers","Years after the Civil War, a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers.",quentin tarantino samuel l jackson kurt russell jennifer jason leigh walton goggins demián bichir tim roth michael madsen bruce dern james parks dana gourrier channing tatum zoë bell action  adventure thrillers years after the civil war a bounty hunter and his captive are waylaid by a wyoming blizzard and hole up in a way station with six dicey strangers
s6436,TV Show,The Hateful Eight: Extended Version,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks",Unknown,"April 25, 2019",2015,R,1 Season,TV Shows,"Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.",quentin tarantino samuel l jackson kurt russell jennifer jason leigh walton goggins demián bichir tim roth michael madsen bruce dern james parks tv shows trapped at a stagecoach stop as a storm rages outside two bounty hunters and an outlaw face a gallery of rogues features neverbeforeseen footage
s6437,Movie,The Hater,Jan Komasa,"Maciej Musiałowski, Agata Kulesza, Danuta Stenka, Vanessa Aleksander, Maciej Stuhr, Jacek Koman, Adam Gradowski, Piotr Biedron, Martynika Kosnica",Poland,"July 29, 2020",2020,TV-MA,136 min,"Dramas, International Movies, Thrillers",A duplicitous young man finds success in the dark world of social media smear tactics — but his virtual vitriol soon has violent real-life consequences.,jan komasa maciej musiałowski agata kulesza danuta stenka vanessa aleksander maciej stuhr jacek koman adam gradowski piotr biedron martynika kosnica dramas international movies thrillers a duplicitous young man finds success in the dark world of social media smear tactics — but his virtual vitriol soon has violent reallife consequences
